customer_id,service_id,category,interaction_score,timestamp,price
1568,103,OTT Bundle,4,2024-01-04 04:00:00,25.76
2274,162,OTT Bundle,1,2024-01-04 05:00:00,47.03
2387,158,Roaming,2,2024-01-04 06:00:00,101.67
1230,129,Insurance,2,2024-01-04 07:00:00,68.12
1126,101,Voice Plan,1,2024-01-04 08:00:00,14.4
2106,173,Roaming,3,2024-01-04 09:00:00,87.5
1805,142,OTT Bundle,3,2024-01-04 10:00:00,56.75
1174,117,Insurance,2,2024-01-04 11:00:00,9.66
2604,123,Voice Plan,2,2024-01-04 12:00:00,87.99
1566,136,Data Pack,1,2024-01-04 13:00:00,106.86
919,129,Roaming,5,2024-01-04 14:00:00,90.86
524,168,Data Pack,4,2024-01-04 15:00:00,117.48
526,158,Insurance,2,2024-01-04 16:00:00,23.1
1316,122,Data Pack,2,2024-01-04 17:00:00,69.93
24,129,OTT Bundle,5,2024-01-04 18:00:00,15.62
2811,167,Roaming,3,2024-01-04 19:00:00,117.2
1655,140,Voice Plan,4,2024-01-04 20:00:00,29.73
1614,150,OTT Bundle,5,2024-01-04 21:00:00,113.33
242,166,Insurance,1,2024-01-04 22:00:00,57.67
203,114,Roaming,3,2024-01-04 23:00:00,96.26
237,155,Insurance,4,2024-01-05 00:00:00,114.78
951,164,Insurance,3,2024-01-05 01:00:00,31.78
294,173,Insurance,5,2024-01-05 02:00:00,98.82
1111,154,Roaming,4,2024-01-05 03:00:00,107.28
210,175,OTT Bundle,2,2024-01-05 04:00:00,68.43
788,164,Insurance,1,2024-01-05 05:00:00,82.54
1633,101,Voice Plan,3,2024-01-05 06:00:00,55.98
2277,110,OTT Bundle,1,2024-01-05 07:00:00,53.91
410,175,Insurance,3,2024-01-05 08:00:00,23.33
2818,141,Roaming,3,2024-01-05 09:00:00,84.23
963,102,Insurance,3,2024-01-05 10:00:00,24.19
1492,140,Insurance,1,2024-01-05 11:00:00,25.92
458,148,Data Pack,2,2024-01-05 12:00:00,62.81
2602,136,Data Pack,3,2024-01-05 13:00:00,57.69
2261,106,OTT Bundle,5,2024-01-05 14:00:00,79.69
1832,137,Data Pack,5,2024-01-05 15:00:00,65.05
1929,157,Roaming,1,2024-01-05 16:00:00,41.25
386,104,Data Pack,1,2024-01-05 17:00:00,11.65
1436,160,Roaming,5,2024-01-05 18:00:00,72.71
528,176,Insurance,2,2024-01-05 19:00:00,61.22
1412,138,OTT Bundle,2,2024-01-05 20:00:00,14.3
990,127,Data Pack,4,2024-01-05 21:00:00,85.39
102,156,Data Pack,3,2024-01-05 22:00:00,34.31
1613,101,OTT Bundle,5,2024-01-05 23:00:00,8.95
390,169,Roaming,1,2024-01-06 00:00:00,6.27
1226,178,Roaming,5,2024-01-06 01:00:00,67.06
1416,127,Data Pack,5,2024-01-06 02:00:00,111.76
841,136,Roaming,1,2024-01-06 03:00:00,102.49
1378,154,Roaming,5,2024-01-06 04:00:00,16.69
1617,100,Data Pack,2,2024-01-06 05:00:00,41.6
1780,102,Data Pack,3,2024-01-06 06:00:00,41.01
235,170,Data Pack,2,2024-01-06 07:00:00,103.05
114,113,Voice Plan,5,2024-01-06 08:00:00,97.02
1984,147,Data Pack,2,2024-01-06 09:00:00,116.05
809,136,Voice Plan,4,2024-01-06 10:00:00,64.87
1064,102,Insurance,5,2024-01-06 11:00:00,6.6
2151,148,Roaming,4,2024-01-06 12:00:00,108.75
411,155,Voice Plan,2,2024-01-06 13:00:00,9.11
1319,159,Insurance,1,2024-01-06 14:00:00,100.64
1589,112,Roaming,3,2024-01-06 15:00:00,64.66
808,152,Roaming,1,2024-01-06 16:00:00,116.06
1588,149,Roaming,4,2024-01-06 17:00:00,32.91
1061,118,OTT Bundle,1,2024-01-06 18:00:00,63.96
67,125,OTT Bundle,4,2024-01-06 19:00:00,6.56
2451,152,Voice Plan,1,2024-01-06 20:00:00,74.1
1698,156,Voice Plan,3,2024-01-06 21:00:00,12.76
2254,137,Roaming,5,2024-01-06 22:00:00,12.52
341,108,Insurance,3,2024-01-06 23:00:00,88.8
1858,145,Voice Plan,2,2024-01-07 00:00:00,26.3
1076,103,Data Pack,2,2024-01-07 01:00:00,117.45
2474,170,Data Pack,1,2024-01-07 02:00:00,50.58
956,149,Voice Plan,3,2024-01-07 03:00:00,60.59
209,169,Insurance,2,2024-01-07 04:00:00,41.19
1538,104,Data Pack,5,2024-01-07 05:00:00,37.02
2011,169,Roaming,1,2024-01-07 06:00:00,105.54
2724,133,Roaming,4,2024-01-07 07:00:00,107.71
1889,164,OTT Bundle,1,2024-01-07 08:00:00,29.0
369,117,OTT Bundle,3,2024-01-07 09:00:00,9.54
1763,126,OTT Bundle,3,2024-01-07 10:00:00,36.91
994,109,Insurance,5,2024-01-07 11:00:00,99.85
82,101,Roaming,1,2024-01-07 12:00:00,62.26
1188,160,Insurance,1,2024-01-07 13:00:00,95.71
377,121,Data Pack,3,2024-01-07 14:00:00,100.81
3,109,Roaming,1,2024-01-07 15:00:00,99.22
684,158,OTT Bundle,2,2024-01-07 16:00:00,72.01
764,111,OTT Bundle,2,2024-01-07 17:00:00,24.61
266,162,Data Pack,1,2024-01-07 18:00:00,77.64
2483,114,Roaming,2,2024-01-07 19:00:00,39.9
2730,162,Insurance,3,2024-01-07 20:00:00,92.89
725,164,Insurance,4,2024-01-07 21:00:00,28.54
2841,137,Data Pack,1,2024-01-07 22:00:00,79.32
1251,105,Roaming,5,2024-01-07 23:00:00,14.86
2424,105,Insurance,1,2024-01-08 00:00:00,97.23
1286,137,OTT Bundle,3,2024-01-08 01:00:00,41.2
2414,147,OTT Bundle,5,2024-01-08 02:00:00,116.85
767,114,Insurance,5,2024-01-08 03:00:00,57.91
2476,171,Roaming,4,2024-01-08 04:00:00,34.58
1032,128,Insurance,1,2024-01-08 05:00:00,19.45
1954,101,Data Pack,1,2024-01-08 06:00:00,118.49
1065,174,Roaming,5,2024-01-08 07:00:00,50.97
1902,172,Insurance,2,2024-01-08 08:00:00,81.72
2691,115,OTT Bundle,1,2024-01-08 09:00:00,41.92
2612,157,Roaming,1,2024-01-08 10:00:00,30.98
1126,133,Voice Plan,2,2024-01-08 11:00:00,70.71
1243,142,Roaming,4,2024-01-08 12:00:00,50.51
2292,123,OTT Bundle,1,2024-01-08 13:00:00,60.32
2893,124,Roaming,3,2024-01-08 14:00:00,86.12
939,140,Data Pack,2,2024-01-08 15:00:00,37.49
303,132,OTT Bundle,1,2024-01-08 16:00:00,22.73
370,142,OTT Bundle,2,2024-01-08 17:00:00,66.82
851,116,Data Pack,2,2024-01-08 18:00:00,18.35
2323,106,Voice Plan,4,2024-01-08 19:00:00,82.73
2118,158,Roaming,4,2024-01-08 20:00:00,72.99
47,126,Data Pack,5,2024-01-08 21:00:00,31.95
2165,135,Roaming,1,2024-01-08 22:00:00,35.98
2565,118,Roaming,4,2024-01-08 23:00:00,26.41
832,114,Voice Plan,1,2024-01-09 00:00:00,107.54
2667,169,Roaming,5,2024-01-09 01:00:00,41.61
756,156,Data Pack,4,2024-01-09 02:00:00,109.73
1453,168,Roaming,4,2024-01-09 03:00:00,7.58
2084,152,Roaming,5,2024-01-09 04:00:00,50.15
905,168,Voice Plan,3,2024-01-09 05:00:00,109.07
2455,101,Roaming,3,2024-01-09 06:00:00,87.4
1709,117,OTT Bundle,5,2024-01-09 07:00:00,11.97
2460,131,Insurance,3,2024-01-09 08:00:00,61.92
2536,128,OTT Bundle,3,2024-01-09 09:00:00,19.66
779,148,Voice Plan,3,2024-01-09 10:00:00,21.31
1791,179,Roaming,3,2024-01-09 11:00:00,56.04
1939,174,Data Pack,2,2024-01-09 12:00:00,105.66
832,159,Roaming,2,2024-01-09 13:00:00,46.89
1097,127,Roaming,4,2024-01-09 14:00:00,83.73
1602,126,Voice Plan,1,2024-01-09 15:00:00,31.14
644,107,Roaming,2,2024-01-09 16:00:00,51.38
413,171,Data Pack,1,2024-01-09 17:00:00,18.27
2172,122,Data Pack,5,2024-01-09 18:00:00,20.49
1006,131,Insurance,5,2024-01-09 19:00:00,80.13
2701,114,Insurance,5,2024-01-09 20:00:00,6.35
232,167,Roaming,1,2024-01-09 21:00:00,87.08
2481,139,Data Pack,5,2024-01-09 22:00:00,104.39
491,156,Roaming,4,2024-01-09 23:00:00,34.2
1711,146,OTT Bundle,1,2024-01-10 00:00:00,105.51
2134,109,Voice Plan,4,2024-01-10 01:00:00,89.22
1691,155,Voice Plan,4,2024-01-10 02:00:00,99.72
1224,151,Data Pack,3,2024-01-10 03:00:00,95.49
875,162,OTT Bundle,4,2024-01-10 04:00:00,5.17
2204,150,Data Pack,2,2024-01-10 05:00:00,83.03
2805,178,OTT Bundle,4,2024-01-10 06:00:00,56.68
898,169,Data Pack,5,2024-01-10 07:00:00,118.67
2580,108,Insurance,3,2024-01-10 08:00:00,71.74
1870,140,Roaming,1,2024-01-10 09:00:00,74.44
152,139,Voice Plan,4,2024-01-10 10:00:00,119.95
1352,115,Voice Plan,3,2024-01-10 11:00:00,35.82
172,124,OTT Bundle,4,2024-01-10 12:00:00,93.65
1429,109,Insurance,4,2024-01-10 13:00:00,11.38
1430,129,OTT Bundle,5,2024-01-10 14:00:00,61.55
762,108,Insurance,2,2024-01-10 15:00:00,77.41
1722,139,OTT Bundle,3,2024-01-10 16:00:00,28.78
1899,156,Data Pack,3,2024-01-10 17:00:00,59.56
1360,145,Data Pack,4,2024-01-10 18:00:00,57.51
1778,106,Voice Plan,3,2024-01-10 19:00:00,37.35
693,142,OTT Bundle,1,2024-01-10 20:00:00,74.95
2243,147,OTT Bundle,1,2024-01-10 21:00:00,82.86
1782,175,Data Pack,4,2024-01-10 22:00:00,15.07
100,156,OTT Bundle,3,2024-01-10 23:00:00,22.82
1588,116,Voice Plan,4,2024-01-11 00:00:00,115.06
909,124,Voice Plan,1,2024-01-11 01:00:00,9.53
1921,106,OTT Bundle,3,2024-01-11 02:00:00,17.49
428,154,Voice Plan,2,2024-01-11 03:00:00,98.45
587,118,Voice Plan,4,2024-01-11 04:00:00,98.03
2968,131,OTT Bundle,1,2024-01-11 05:00:00,114.74
256,131,OTT Bundle,1,2024-01-11 06:00:00,104.6
1474,125,Data Pack,2,2024-01-11 07:00:00,29.89
721,171,Data Pack,4,2024-01-11 08:00:00,83.26
2001,121,Insurance,5,2024-01-11 09:00:00,27.76
2452,154,OTT Bundle,5,2024-01-11 10:00:00,99.8
1679,156,Insurance,1,2024-01-11 11:00:00,65.05
2628,107,OTT Bundle,5,2024-01-11 12:00:00,58.34
407,145,Insurance,1,2024-01-11 13:00:00,62.59
1409,104,Roaming,5,2024-01-11 14:00:00,7.8
1962,111,OTT Bundle,1,2024-01-11 15:00:00,87.37
2290,126,Voice Plan,3,2024-01-11 16:00:00,24.23
2095,110,Insurance,2,2024-01-11 17:00:00,20.76
115,135,Roaming,1,2024-01-11 18:00:00,39.62
1017,151,Roaming,5,2024-01-11 19:00:00,61.31
1732,101,Data Pack,4,2024-01-11 20:00:00,63.57
806,173,Roaming,5,2024-01-11 21:00:00,80.56
2178,170,Insurance,2,2024-01-11 22:00:00,12.55
1581,111,Roaming,5,2024-01-11 23:00:00,43.93
994,154,Roaming,5,2024-01-12 00:00:00,33.12
1997,179,Data Pack,4,2024-01-12 01:00:00,51.34
495,130,Data Pack,1,2024-01-12 02:00:00,63.55
1853,131,OTT Bundle,3,2024-01-12 03:00:00,102.68
82,163,Voice Plan,4,2024-01-12 04:00:00,103.94
2717,158,Roaming,2,2024-01-12 05:00:00,66.51
1206,124,Voice Plan,4,2024-01-12 06:00:00,95.38
1456,168,Roaming,1,2024-01-12 07:00:00,51.44
1198,167,Data Pack,2,2024-01-12 08:00:00,118.61
2857,143,Insurance,3,2024-01-12 09:00:00,19.51
2022,142,OTT Bundle,3,2024-01-12 10:00:00,21.45
2493,114,Roaming,5,2024-01-12 11:00:00,38.72
2917,112,Insurance,5,2024-01-12 12:00:00,16.98
1312,168,Data Pack,2,2024-01-12 13:00:00,5.64
561,169,OTT Bundle,3,2024-01-12 14:00:00,42.58
1286,144,Voice Plan,1,2024-01-12 15:00:00,10.33
1780,124,OTT Bundle,2,2024-01-12 16:00:00,71.97
2105,124,Voice Plan,5,2024-01-12 17:00:00,101.07
2054,109,Roaming,5,2024-01-12 18:00:00,25.96
1599,161,Voice Plan,5,2024-01-12 19:00:00,74.11
945,111,Voice Plan,4,2024-01-12 20:00:00,32.81
579,166,OTT Bundle,3,2024-01-12 21:00:00,65.9
915,128,Roaming,4,2024-01-12 22:00:00,66.47
1719,142,Data Pack,2,2024-01-12 23:00:00,10.93
162,136,OTT Bundle,4,2024-01-13 00:00:00,111.94
1641,168,Roaming,3,2024-01-13 01:00:00,25.43
775,110,Insurance,2,2024-01-13 02:00:00,71.25
57,139,Data Pack,3,2024-01-13 03:00:00,57.68
2576,162,Voice Plan,3,2024-01-13 04:00:00,97.49
1190,121,Insurance,1,2024-01-13 05:00:00,48.33
546,114,Voice Plan,1,2024-01-13 06:00:00,88.9
2094,108,Roaming,1,2024-01-13 07:00:00,94.05
2981,169,Data Pack,5,2024-01-13 08:00:00,24.0
811,163,Data Pack,4,2024-01-13 09:00:00,82.39
47,105,OTT Bundle,1,2024-01-13 10:00:00,55.22
1414,142,Roaming,2,2024-01-13 11:00:00,114.82
2300,119,Voice Plan,5,2024-01-13 12:00:00,118.62
2214,142,Voice Plan,1,2024-01-13 13:00:00,85.56
2416,161,Voice Plan,4,2024-01-13 14:00:00,69.83
1403,166,Voice Plan,5,2024-01-13 15:00:00,41.52
1413,151,Data Pack,5,2024-01-13 16:00:00,35.2
2630,173,Data Pack,2,2024-01-13 17:00:00,60.1
572,125,Voice Plan,3,2024-01-13 18:00:00,66.56
1741,130,OTT Bundle,2,2024-01-13 19:00:00,67.73
348,154,Insurance,4,2024-01-13 20:00:00,97.98
845,167,Roaming,4,2024-01-13 21:00:00,101.96
2666,156,Voice Plan,4,2024-01-13 22:00:00,45.67
497,123,Roaming,5,2024-01-13 23:00:00,63.81
696,164,Voice Plan,4,2024-01-14 00:00:00,92.1
1874,125,OTT Bundle,2,2024-01-14 01:00:00,105.26
1979,148,Insurance,5,2024-01-14 02:00:00,22.25
2559,137,Voice Plan,2,2024-01-14 03:00:00,90.9
2500,135,Voice Plan,1,2024-01-14 04:00:00,110.72
543,153,Insurance,1,2024-01-14 05:00:00,33.86
216,108,Voice Plan,1,2024-01-14 06:00:00,61.22
2518,141,Data Pack,2,2024-01-14 07:00:00,5.34
2901,123,OTT Bundle,3,2024-01-14 08:00:00,99.58
2352,139,Data Pack,2,2024-01-14 09:00:00,101.9
298,107,OTT Bundle,1,2024-01-14 10:00:00,110.09
1370,153,Data Pack,3,2024-01-14 11:00:00,88.98
286,110,Data Pack,5,2024-01-14 12:00:00,43.98
126,176,Voice Plan,4,2024-01-14 13:00:00,25.8
51,155,OTT Bundle,3,2024-01-14 14:00:00,43.88
1443,128,OTT Bundle,1,2024-01-14 15:00:00,31.17
1726,141,Voice Plan,3,2024-01-14 16:00:00,17.45
471,105,OTT Bundle,4,2024-01-14 17:00:00,58.59
1400,102,OTT Bundle,5,2024-01-14 18:00:00,28.49
2718,173,Voice Plan,2,2024-01-14 19:00:00,12.49
1504,164,Roaming,3,2024-01-14 20:00:00,68.96
1330,111,Insurance,1,2024-01-14 21:00:00,70.48
438,135,Data Pack,4,2024-01-14 22:00:00,63.42
2899,155,OTT Bundle,3,2024-01-14 23:00:00,25.21
2390,151,Insurance,3,2024-01-15 00:00:00,53.07
749,131,Voice Plan,3,2024-01-15 01:00:00,85.84
524,155,OTT Bundle,1,2024-01-15 02:00:00,87.83
655,110,Insurance,3,2024-01-15 03:00:00,74.15
506,100,Data Pack,3,2024-01-15 04:00:00,100.79
399,105,Insurance,5,2024-01-15 05:00:00,75.98
2954,178,Roaming,1,2024-01-15 06:00:00,11.8
2109,173,OTT Bundle,3,2024-01-15 07:00:00,93.54
1939,123,Data Pack,4,2024-01-15 08:00:00,49.32
1205,171,Data Pack,2,2024-01-15 09:00:00,30.39
2361,123,Data Pack,2,2024-01-15 10:00:00,9.01
265,176,Roaming,5,2024-01-15 11:00:00,42.26
1053,108,Insurance,1,2024-01-15 12:00:00,75.3
712,158,Data Pack,4,2024-01-15 13:00:00,103.1
913,169,Roaming,1,2024-01-15 14:00:00,40.97
1615,122,OTT Bundle,2,2024-01-15 15:00:00,63.36
1680,116,OTT Bundle,4,2024-01-15 16:00:00,23.03
1735,124,Voice Plan,2,2024-01-15 17:00:00,56.82
2387,137,Roaming,2,2024-01-15 18:00:00,37.66
1446,102,Data Pack,1,2024-01-15 19:00:00,21.78
2137,166,Roaming,3,2024-01-15 20:00:00,61.37
332,113,Roaming,5,2024-01-15 21:00:00,114.4
152,109,Insurance,4,2024-01-15 22:00:00,75.26
708,165,Voice Plan,5,2024-01-15 23:00:00,87.56
2174,170,Roaming,4,2024-01-16 00:00:00,30.38
421,113,Data Pack,2,2024-01-16 01:00:00,54.21
1709,109,Voice Plan,4,2024-01-16 02:00:00,105.44
253,148,OTT Bundle,4,2024-01-16 03:00:00,54.56
999,161,Roaming,1,2024-01-16 04:00:00,40.45
1835,147,Insurance,5,2024-01-16 05:00:00,23.2
1732,102,Data Pack,5,2024-01-16 06:00:00,71.92
293,146,Roaming,4,2024-01-16 07:00:00,13.15
1241,159,Insurance,3,2024-01-16 08:00:00,26.6
169,124,OTT Bundle,3,2024-01-16 09:00:00,28.25
2782,106,Roaming,5,2024-01-16 10:00:00,9.38
2064,176,Insurance,4,2024-01-16 11:00:00,15.77
37,138,Data Pack,5,2024-01-16 12:00:00,53.75
1445,142,Data Pack,1,2024-01-16 13:00:00,5.88
1927,145,OTT Bundle,2,2024-01-16 14:00:00,58.22
296,142,Voice Plan,1,2024-01-16 15:00:00,116.45
2483,128,Roaming,2,2024-01-16 16:00:00,57.35
2368,165,Insurance,4,2024-01-16 17:00:00,98.26
2582,168,OTT Bundle,4,2024-01-16 18:00:00,5.31
2622,126,OTT Bundle,1,2024-01-16 19:00:00,90.48
923,102,Insurance,1,2024-01-16 20:00:00,57.85
1821,155,Voice Plan,3,2024-01-16 21:00:00,38.64
981,163,Voice Plan,1,2024-01-16 22:00:00,5.44
2443,120,OTT Bundle,5,2024-01-16 23:00:00,72.53
2325,123,OTT Bundle,2,2024-01-17 00:00:00,94.29
649,119,OTT Bundle,3,2024-01-17 01:00:00,24.55
283,151,OTT Bundle,5,2024-01-17 02:00:00,95.47
1663,112,OTT Bundle,5,2024-01-17 03:00:00,105.08
999,169,Roaming,1,2024-01-17 04:00:00,91.74
86,142,Roaming,3,2024-01-17 05:00:00,98.17
207,177,Roaming,4,2024-01-17 06:00:00,81.53
2611,136,Data Pack,4,2024-01-17 07:00:00,95.9
2525,129,Roaming,1,2024-01-17 08:00:00,104.69
1767,114,Roaming,2,2024-01-17 09:00:00,65.49
2640,174,Voice Plan,1,2024-01-17 10:00:00,100.64
131,124,OTT Bundle,2,2024-01-17 11:00:00,95.84
2448,137,Insurance,5,2024-01-17 12:00:00,27.38
136,142,Voice Plan,3,2024-01-17 13:00:00,38.04
2218,129,Data Pack,4,2024-01-17 14:00:00,105.89
1187,139,Voice Plan,5,2024-01-17 15:00:00,50.58
199,158,Insurance,1,2024-01-17 16:00:00,119.68
739,122,Voice Plan,3,2024-01-17 17:00:00,80.89
2813,143,Voice Plan,4,2024-01-17 18:00:00,10.35
1518,100,Roaming,5,2024-01-17 19:00:00,49.47
103,177,Data Pack,1,2024-01-17 20:00:00,96.05
548,140,Roaming,2,2024-01-17 21:00:00,47.45
6,161,Insurance,3,2024-01-17 22:00:00,48.29
711,159,Data Pack,2,2024-01-17 23:00:00,44.58
12,179,Insurance,3,2024-01-18 00:00:00,42.87
2151,109,Insurance,2,2024-01-18 01:00:00,27.31
2747,172,Voice Plan,5,2024-01-18 02:00:00,26.79
1857,177,Voice Plan,4,2024-01-18 03:00:00,96.32
1714,165,Voice Plan,1,2024-01-18 04:00:00,75.79
427,156,Voice Plan,4,2024-01-18 05:00:00,36.43
171,141,Data Pack,3,2024-01-18 06:00:00,95.01
1713,153,Roaming,2,2024-01-18 07:00:00,73.5
89,141,Data Pack,4,2024-01-18 08:00:00,59.85
2764,165,Voice Plan,1,2024-01-18 09:00:00,76.11
855,169,OTT Bundle,1,2024-01-18 10:00:00,39.98
1458,110,Insurance,4,2024-01-18 11:00:00,90.23
2648,166,Voice Plan,2,2024-01-18 12:00:00,32.16
2474,110,Voice Plan,3,2024-01-18 13:00:00,69.02
178,103,Insurance,5,2024-01-18 14:00:00,102.07
2611,178,Insurance,2,2024-01-18 15:00:00,65.11
418,178,Roaming,5,2024-01-18 16:00:00,63.35
554,148,Data Pack,4,2024-01-18 17:00:00,79.51
242,121,Insurance,4,2024-01-18 18:00:00,41.1
1380,136,Data Pack,4,2024-01-18 19:00:00,118.75
1597,109,Voice Plan,3,2024-01-18 20:00:00,85.66
1462,119,OTT Bundle,4,2024-01-18 21:00:00,43.62
1466,172,OTT Bundle,2,2024-01-18 22:00:00,77.95
2005,149,Roaming,2,2024-01-18 23:00:00,105.97
2456,130,Roaming,3,2024-01-19 00:00:00,101.88
1947,143,Roaming,1,2024-01-19 01:00:00,113.65
1301,130,OTT Bundle,5,2024-01-19 02:00:00,22.71
1071,174,Insurance,2,2024-01-19 03:00:00,41.6
822,140,Insurance,2,2024-01-19 04:00:00,113.66
2578,103,Insurance,4,2024-01-19 05:00:00,79.93
1920,113,Voice Plan,1,2024-01-19 06:00:00,110.39
2548,145,Data Pack,4,2024-01-19 07:00:00,34.31
1789,153,Voice Plan,3,2024-01-19 08:00:00,90.33
192,132,Roaming,5,2024-01-19 09:00:00,64.24
2097,129,Roaming,5,2024-01-19 10:00:00,79.84
2142,108,Insurance,4,2024-01-19 11:00:00,70.12
931,137,Voice Plan,5,2024-01-19 12:00:00,89.1
1773,142,Voice Plan,5,2024-01-19 13:00:00,28.64
2215,106,Insurance,1,2024-01-19 14:00:00,117.19
2302,139,Data Pack,2,2024-01-19 15:00:00,63.69
57,161,Data Pack,3,2024-01-19 16:00:00,99.32
2054,154,Voice Plan,1,2024-01-19 17:00:00,7.33
1998,134,Voice Plan,1,2024-01-19 18:00:00,22.43
238,142,Data Pack,4,2024-01-19 19:00:00,43.31
733,110,OTT Bundle,4,2024-01-19 20:00:00,86.59
2638,101,OTT Bundle,4,2024-01-19 21:00:00,40.51
2068,178,Roaming,3,2024-01-19 22:00:00,94.31
2825,178,Voice Plan,4,2024-01-19 23:00:00,20.12
1228,104,Data Pack,2,2024-01-20 00:00:00,56.06
142,139,Insurance,3,2024-01-20 01:00:00,41.7
2424,179,Insurance,5,2024-01-20 02:00:00,16.31
2455,145,OTT Bundle,3,2024-01-20 03:00:00,88.41
816,120,Data Pack,5,2024-01-20 04:00:00,105.96
2018,108,OTT Bundle,1,2024-01-20 05:00:00,105.61
2128,170,OTT Bundle,5,2024-01-20 06:00:00,35.6
210,126,Voice Plan,3,2024-01-20 07:00:00,116.22
768,116,Voice Plan,2,2024-01-20 08:00:00,97.08
2425,165,Data Pack,2,2024-01-20 09:00:00,32.49
2088,125,Roaming,5,2024-01-20 10:00:00,105.83
